Weight vector: [[ 0.90032473  0.78604619  0.85077613  1.29870263  0.1298506   1.57192678
   0.99844888 -0.01520158]]
Learning rate: 0.75
Step	Cost
5119	[14.98194369]
5120	[14.98194369]
5121	[14.98194369]
5122	[14.98194369]
5123	[14.98194369]
5124	[14.98194369]
5125	[14.98194369]
5126	[14.98194369]
5127	[14.98194369]
5128	[14.98194369]
5129	[14.98194369]
5130	[14.98194369]
5131	[14.98194369]
5132	[14.98194369]
5133	[14.98194369]
5134	[14.98194369]
5135	[14.98194369]
5136	[14.98194369]
5137	[14.98194369]
5138	[14.98194369]
5139	[14.98194369]
5140	[14.98194369]
5141	[14.98194369]
5142	[14.98194369]
5143	[14.98194369]
5144	[14.98194369]
5145	[14.98194369]
5146	[14.98194369]
5147	[14.98194369]
5148	[14.98194369]
5149	[14.98194369]
5150	[14.98194369]
5151	[14.98194369]
5152	[14.98194369]
5153	[14.98194369]
5154	[14.98194369]
5155	[14.98194369]
5156	[14.98194369]
5157	[14.98194368]
5158	[14.98194368]
5159	[14.98194368]
5160	[14.98194368]
5161	[14.98194368]
5162	[14.98194368]
5163	[14.98194368]
5164	[14.98194368]
5165	[14.98194368]
5166	[14.98194368]
5167	[14.98194368]
5168	[14.98194368]
5169	[14.98194368]
5170	[14.98194368]
5171	[14.98194368]
5172	[14.98194368]
5173	[14.98194368]
5174	[14.98194368]
5175	[14.98194368]
5176	[14.98194368]
5177	[14.98194368]
5178	[14.98194368]
5179	[14.98194368]
5180	[14.98194368]
5181	[14.98194368]
5182	[14.98194368]
5183	[14.98194368]
5184	[14.98194368]
5185	[14.98194368]
5186	[14.98194368]
5187	[14.98194368]
5188	[14.98194368]
5189	[14.98194368]
5190	[14.98194368]
5191	[14.98194368]
5192	[14.98194368]
5193	[14.98194368]
5194	[14.98194368]
5195	[14.98194368]
5196	[14.98194368]
5197	[14.98194368]
5198	[14.98194368]
5199	[14.98194368]
5200	[14.98194368]
5201	[14.98194368]
5202	[14.98194368]
5203	[14.98194368]
5204	[14.98194368]
5205	[14.98194368]
5206	[14.98194368]
5207	[14.98194368]
5208	[14.98194368]
5209	[14.98194368]
5210	[14.98194368]
5211	[14.98194368]
5212	[14.98194368]
5213	[14.98194368]
5214	[14.98194368]
5215	[14.98194368]
5216	[14.98194368]
5217	[14.98194368]
5218	[14.98194368]
5219	[14.98194368]
5220	[14.98194368]
5221	[14.98194368]
5222	[14.98194368]
5223	[14.98194368]
5224	[14.98194368]
5225	[14.98194368]
5226	[14.98194368]
5227	[14.98194368]
5228	[14.98194368]
5229	[14.98194368]
5230	[14.98194368]
